"Q1_star_avg","EIF_std","num_pp","Q1_star_lb","Q1_star_ub","patient_profiles","htn_med_class"
0.3438778085103,0.0167962355072355,1251,0.310957186916118,0.376798430104482,"(65,150]_[0,150]_[0,90]_[0,30]_[0,200]_(0.95,5]","ccb"
0.159335114666002,0.0230158347995819,604,0.114224078458822,0.204446150873183,"[0,65]_(150,300]_(90,200]_(30,100]_[0,200]_(0.95,5]","ccb"
0.244571184495209,0.0158825670745351,967,0.21344135302912,0.275701015961298,"[0,65]_[0,150]_[0,90]_(30,100]_[0,200]_(0.95,5]","ccb"
0.110463833351947,0.0193667143188943,660,0.0725050732869145,0.14842259341698,"[0,65]_(150,300]_(90,200]_[0,30]_(200,300]_[0,0.95]","ccb"
0.240285229777416,0.0258836541253264,455,0.189553267691776,0.291017191863056,"[0,65]_(150,300]_(90,200]_[0,30]_[0,200]_[0,0.95]","ccb"
0.386986642478696,0.0305636141467414,700,0.327081958751083,0.446891326206309,"(65,150]_[0,150]_[0,90]_(30,100]_(200,300]_[0,0.95]","ccb"
0.424090460718293,0.0136504804286983,1403,0.397335519078044,0.450845402358542,"(65,150]_[0,150]_[0,90]_(30,100]_[0,200]_[0,0.95]","ccb"
0.249119058930762,0.0272543612645245,395,0.195700510852294,0.30253760700923,"(65,150]_(150,300]_(90,200]_[0,30]_(200,300]_[0,0.95]","ccb"
0.291670830023842,0.0502605706364354,507,0.193160111576429,0.390181548471256,"[0,65]_[0,150]_[0,90]_(30,100]_(200,300]_(0.95,5]","ccb"
0.0977849274932613,0.0129665381093946,882,0.0723705127988479,0.123199342187675,"[0,65]_(150,300]_(90,200]_(30,100]_(200,300]_[0,0.95]","ccb"
0.160694313075401,0.0272251566299658,272,0.107333006080668,0.214055620070134,"[0,65]_[0,150]_(90,200]_[0,30]_(200,300]_(0.95,5]","ccb"
0.133359499927006,0.06997932522301,206,-0.00379997751009356,0.270518977364105,"(65,150]_(150,300]_(90,200]_(30,100]_[0,200]_(0.95,5]","ccb"
